Month,Timestamp,CA,NW,RM,SW,WMW,SC,TX,EMW,SE,NE,HI,HI-Oahu,AK
1,563,1.06,1.336,2.162,1.066,1.618,1.188,1.282,1.908,1.452,1.02,1.6165,1.7306,1.4438
1,564,1.06,2.126,2.162,1.606,1.278,1.558,1.502,1.67,2.326,1.014,1.6165,1.7306,1.4438
1,565,1.06,2.126,2.162,0.594,1.392,1.42,0.942,1.37,1.61,1.014,1.6165,1.7306,1.4438
1,566,0.946,2.126,0.816,1.398,2.22,1.648,1.824,1.37,1.468,1.02,1.6165,1.7306,1.4438
1,567,1.162,1.336,2.04,0.594,2.22,1.252,1.194,1.67,1.61,0.694,1.6165,1.7306,1.4438
1,568,1.32,1.992,0.518,1.746,1.392,1.252,1.846,1.908,1.802,0.494,1.6165,1.7306,1.4438
1,569,1.408,1.844,0.596,1.04,1.278,1.51,1.824,1.644,1.632,1.6,1.6165,1.7306,1.4438
1,570,1.11,1.22,0.596,1.724,1.278,1.51,1.502,1.644,1.318,1.458,1.6165,1.7306,1.4438
1,571,1.036,1.22,0.518,1.04,1.392,1.648,1.502,1.644,1.318,1.458,1.6165,1.7306,1.4438
1,572,0.736,1.992,2.574,2.346,2.22,1.392,1.178,1.644,1.318,1.6,1.6165,1.7306,1.4438
1,573,0.68,1.336,1.614,2.346,2.186,1.252,1.242,1.908,1.614,1.586,1.6165,1.7306,1.4438
1,574,0.94,1.336,0.79,1.97,2.54,1.298,1.384,2.412,1.452,1.02,1.6165,1.7306,1.4438
1,575,1.186,2.134,2.004,1.452,2.856,1.642,1.244,1.82,0.882,0.868,1.6165,1.7306,1.4438
1,576,1.002,2.134,2.004,0.594,1.69,1.642,1.244,1.806,1.61,0.996,1.6165,1.7306,1.4438
1,577,1.162,1.336,1.142,1.398,2.042,1.642,1.752,0.298,1.468,1.1,1.6165,1.7306,1.4438
1,578,1.132,1.336,1.142,1.398,1.808,1.642,1.244,0.298,1.61,1.1,1.6165,1.7306,1.4438
1,579,1.132,2.126,2.154,0.594,2.042,1.642,0.982,2.054,0.882,1.292,1.6165,1.7306,1.4438
1,580,1.162,2.134,0.79,1.066,1.714,1.642,0.99,1.158,1.452,0.996,1.6165,1.7306,1.4438
1,581,1.002,2.14,1.222,1.086,2.186,2.028,1.862,2.412,1.614,0.868,1.6165,1.7306,1.4438
1,582,1.32,1.454,2.574,1.97,1.278,1.392,1.82,1.644,1.698,1.234,1.6165,1.7306,1.4438
1,583,1.32,1.176,0.518,2.346,1.618,1.648,1.282,1.99,1.604,1.124,1.6165,1.7306,1.4438
1,584,1.002,1.454,1.192,1.038,1.278,1.648,1.008,1.99,1.698,1.124,1.6165,1.7306,1.4438
1,585,0.994,0.998,1.222,1.746,2.22,1.392,1.426,1.644,1.318,0.494,1.6165,1.7306,1.4438
1,586,1.13,1.22,0.816,0.594,2.22,2.028,1.242,1.908,1.632,1.234,1.6165,1.7306,1.4438
1,587,1.13,1.992,0.816,1.356,2.186,1.692,0.982,1.67,1.802,1.234,1.6165,1.7306,1.4438
1,588,1.038,1.336,1.222,1.098,2.54,0.624,1.752,1.37,1.61,1.438,1.6165,1.7306,1.4438
1,589,1.038,1.818,1.214,1.098,2.856,1.846,1.502,1.636,1.368,1.276,1.6165,1.7306,1.4438
1,590,1.038,1.788,2.004,1.098,1.808,2.968,1.468,2.412,1.922,0.694,1.6165,1.7306,1.4438
1,591,0.994,1.788,0.79,1.098,1.538,1.846,1.468,2.412,1.922,0.494,1.6165,1.7306,1.4438
1,592,1.162,2.126,2.902,0.594,1.538,1.846,1.502,1.636,1.91,1.6,1.6165,1.7306,1.4438
1,593,0.85,1.992,1.192,1.922,1.538,2.968,1.39,1.67,0.882,1.482,1.6165,1.7306,1.4438
1,594,0.68,1.22,2.574,2.346,2.174,1.662,0.99,1.908,1.632,1.482,1.6165,1.7306,1.4438
1,595,1.248,1.22,1.192,2.346,2.42,1.692,1.384,1.644,1.632,1.458,1.6165,1.7306,1.4438
1,596,1.698,1.992,2.162,2.346,1.196,1.692,0.982,1.908,1.632,1.482,1.6165,1.7306,1.4438
1,597,0.94,2.134,2.128,0.194,2.49,1.662,1.244,1.37,1.632,1.618,1.6165,1.7306,1.4438
1,598,1.016,2.134,1.224,1.038,1.284,2.468,1.502,1.82,1.452,0.694,1.6165,1.7306,1.4438
1,599,1.354,2.126,0.432,1.452,1.942,0.624,1.284,0.298,0.882,1.398,1.6165,1.7306,1.4438
1,600,0.994,2.074,2.24,1.648,2.03,2.968,1.202,1.966,1.468,1.162,1.6165,1.7306,1.4438
1,601,1.06,2.074,2.24,1.648,2.1,2.968,1.202,0.946,1.8,0.938,1.6165,1.7306,1.4438
1,602,1.038,2.074,1.874,1.606,2.006,2.968,1.202,1.686,1.468,1.132,1.6165,1.7306,1.4438
1,603,1.13,2.074,1.874,1.606,2.006,2.968,1.202,0.946,1.468,0.938,1.6165,1.7306,1.4438
1,604,1.13,1.818,1.44,1.066,2.1,2.968,1.202,2,0.882,1.13,1.6165,1.7306,1.4438
1,605,0.946,1.336,1.142,1.452,2.492,2.468,1.468,1.806,1.942,1.014,1.6165,1.7306,1.4438
1,606,0.898,1.992,2.666,0.194,2.194,1.662,1.39,2.412,1.342,1.234,1.6165,1.7306,1.4438
1,607,1.016,1.22,1.222,1.636,1.68,1.642,0.982,1.67,1.698,1.618,1.6165,1.7306,1.4438
1,608,1.002,1.844,2.004,0.194,2.49,1.298,0.982,1.67,1.342,1.618,1.6165,1.7306,1.4438
1,609,0.994,2.134,2.128,1.746,2.194,1.642,1.39,1.636,1.614,0.494,1.6165,1.7306,1.4438
1,610,1.06,2.126,2.128,1.648,2.194,1.692,1.244,1.82,1.452,0.494,1.6165,1.7306,1.4438
1,611,1.038,1.336,2.128,1.398,2.674,1.662,1.502,1.158,1.8,1.586,1.6165,1.7306,1.4438
1,612,0.984,1.818,2.128,1.356,1.284,0.624,1.468,1.56,1.91,1.438,1.6165,1.7306,1.4438
1,613,0.984,1.788,2.054,1.356,1.284,0.624,1.468,1.966,0.956,1.438,1.6165,1.7306,1.4438
1,614,1.13,1.986,2.388,1.356,2.492,2.968,1.468,0.946,1.928,1.234,1.6165,1.7306,1.4438
1,615,1.06,1.986,2.054,1.356,2.492,1.846,1.502,1.686,1.928,1.586,1.6165,1.7306,1.4438
1,616,1.152,2.074,1.642,1.648,2.674,1.846,1.752,0.946,1.922,1.124,1.6165,1.7306,1.4438
1,617,0.68,2.134,1.214,1.038,2.49,1.482,0.982,1.56,1.314,1.6,1.6165,1.7306,1.4438
1,618,0.736,1.852,2.902,1.636,2.49,2.468,1.846,2.054,1.61,1.6,1.6165,1.7306,1.4438
1,619,1.248,1.992,2.666,1.636,1.47,0.624,1.384,1.832,1.61,1.124,1.6165,1.7306,1.4438
1,620,1.698,2.134,1.642,1.04,2.674,0.624,1.244,1.56,1.8,1.618,1.6165,1.7306,1.4438
1,621,0.94,1.336,1.44,1.04,2.492,1.846,1.502,2,1.368,0.694,1.6165,1.7306,1.4438
1,622,0.85,1.336,2.054,2.346,2.03,1.482,1.468,2.052,1.922,0.936,1.6165,1.7306,1.4438
1,623,1.186,2.126,2.066,1.97,2.1,1.786,1.284,2.036,1.492,0.938,1.6165,1.7306,1.4438
1,624,1.002,2.126,2.066,1.922,2.1,1.786,1.284,1.42,1.696,1.1,1.6165,1.7306,1.4438
1,625,1.162,2.126,2.388,1.086,2.1,1.596,1.202,2.024,0.902,1.128,1.6165,1.7306,1.4438
1,626,1.354,1.818,1.44,1.452,2.1,1.596,1.202,1.544,1.708,1.064,1.6165,1.7306,1.4438
1,627,1.354,1.818,2.128,1.746,2.03,1.596,1.202,1.544,1.708,1.064,1.6165,1.7306,1.4438
1,628,1.354,1.818,2.128,1.452,2.492,1.786,1.202,2.024,0.902,1.064,1.6165,1.7306,1.4438
1,629,1.354,1.818,1.142,1.922,2.674,1.846,1.202,1.42,0.902,1.128,1.6165,1.7306,1.4438
1,630,1.132,2.126,2.666,1.97,2.49,0.624,1.284,1.23,1.422,1.1,1.6165,1.7306,1.4438
1,631,1.162,1.336,1.214,1.97,1.196,1.642,1.502,1.63,1.492,0.996,1.6165,1.7306,1.4438
1,632,1.13,1.336,1.222,1.038,1.538,2.028,1.244,2.052,0.956,1.132,1.6165,1.7306,1.4438
1,633,1.112,1.818,2.162,1.066,2.174,2.564,1.384,1.686,0.994,1.132,1.6165,1.7306,1.4438
1,634,0.978,1.788,2.162,1.398,2.174,2.564,0.99,2.052,1.922,0.938,1.6165,1.7306,1.4438
1,635,1.006,1.266,0.816,1.356,2.42,1.51,0.982,2.052,0.956,1.132,1.6165,1.7306,1.4438
1,636,1.006,1.266,0.816,1.356,1.196,1.392,1.384,1.63,0.776,1.132,1.6165,1.7306,1.4438
1,637,1.006,1.726,1.214,1.098,1.878,1.252,0.99,1.702,1.492,0.996,1.6165,1.7306,1.4438
1,638,0.978,1.636,2.902,1.098,1.68,2.028,0.99,2.036,1.492,0.938,1.6165,1.7306,1.4438
1,639,1.26,1.636,0.816,1.356,1.878,2.028,0.99,2.036,1.492,1.162,1.6165,1.7306,1.4438
1,640,1.13,1.726,1.192,0.594,2.578,2.028,1.846,1.702,1.928,1.092,1.6165,1.7306,1.4438
1,641,1.152,1.788,0.596,1.038,2.174,1.252,1.242,1.686,1.922,1.398,1.6165,1.7306,1.4438
1,642,0.898,1.818,1.334,1.636,1.808,2.564,0.942,0.946,1.368,0.868,1.6165,1.7306,1.4438
1,643,1.002,1.818,1.334,1.636,1.808,2.564,1.862,0.946,1.91,1.092,1.6165,1.7306,1.4438
1,644,1.132,2.074,0.596,1.04,1.808,2.564,1.242,1.704,1.928,1.162,1.6165,1.7306,1.4438
1,645,1.132,1.788,0.518,1.04,2.174,1.392,1.194,1.63,1.492,1.132,1.6165,1.7306,1.4438
1,646,1.162,1.788,1.614,2.346,1.538,1.252,0.99,1.23,1.696,1.1,1.6165,1.7306,1.4438
1,647,1.354,1.788,0.816,1.038,1.196,1.298,0.982,2.024,1.708,1.064,1.6165,1.7306,1.4438
1,648,0.946,1.788,2.666,1.452,1.878,1.692,1.244,1.544,1.778,1.168,1.6165,1.7306,1.4438
1,649,1.06,1.986,1.142,1.746,2.49,1.662,1.244,1.36,1.356,1.168,1.6165,1.7306,1.4438
1,650,1.13,1.266,2.004,1.746,2.49,1.662,1.752,1.836,1.356,1.05,1.6165,1.7306,1.4438
1,651,1.13,1.986,0.79,1.066,1.878,1.662,1.244,1.836,1.356,1.05,1.6165,1.7306,1.4438
1,652,1.13,1.788,2.128,1.066,2.42,1.662,1.39,1.836,1.356,1.05,1.6165,1.7306,1.4438
1,653,1.13,2.074,1.44,1.746,2.174,1.642,1.384,1.36,1.356,1.168,1.6165,1.7306,1.4438
1,654,1.06,1.818,2.188,1.086,2.042,2.028,1.846,1.544,1.778,1.064,1.6165,1.7306,1.4438
1,655,1.13,1.818,1.142,1.086,1.714,1.392,1.862,2.024,1.708,1.128,1.6165,1.7306,1.4438
1,656,1.112,2.074,2.004,1.066,2.54,2.564,0.942,2.036,1.696,1.1,1.6165,1.7306,1.4438
1,657,1.006,1.986,1.642,1.356,1.598,1.42,1.178,1.63,1.672,0.996,1.6165,1.7306,1.4438
1,658,1.006,1.266,1.44,1.098,2.186,1.276,1.178,1.192,1.672,1.132,1.6165,1.7306,1.4438
1,659,1.006,1.266,2.066,1.016,2.186,1.51,0.942,1.63,1.492,1.132,1.6165,1.7306,1.4438
1,660,1.006,1.726,1.874,1.016,1.598,1.648,0.942,1.63,1.492,0.996,1.6165,1.7306,1.4438
1,661,0.978,1.726,1.31,1.016,1.9,1.394,1.862,2.036,1.672,0.996,1.6165,1.7306,1.4438
1,662,1.112,1.266,1.31,1.016,1.714,2.028,1.242,2.036,1.672,1.132,1.6165,1.7306,1.4438
1,663,1.038,1.266,0.432,1.098,2.856,1.298,1.242,2.036,1.672,0.938,1.6165,1.7306,1.4438
1,664,1.132,1.788,2.066,1.356,1.9,1.642,1.242,1.63,1.492,1.092,1.6165,1.7306,1.4438
1,665,1.186,2.126,2.902,1.746,2.186,1.298,0.942,1.686,0.956,1.146,1.6165,1.7306,1.4438
1,666,0.85,1.992,2.464,1.97,1.392,2.028,1.426,2,0.994,1.02,1.6165,1.7306,1.4438
1,667,1.32,1.992,0.518,2.346,1.392,2.028,1.426,1.56,0.994,1.02,1.6165,1.7306,1.4438
1,668,1.016,1.992,2.504,1.97,2.22,1.642,1.502,2,0.956,1.398,1.6165,1.7306,1.4438
1,669,1.016,2.134,2.504,1.038,2.186,1.662,1.178,0.946,1.492,1.162,1.6165,1.7306,1.4438
1,670,0.898,1.336,1.192,1.086,2.186,1.662,1.242,1.192,1.696,1.1,1.6165,1.7306,1.4438
1,671,1.162,2.126,0.816,1.746,1.598,1.692,0.99,2.036,1.708,1.064,1.6165,1.7306,1.4438
1,672,0.946,2.074,1.214,1.648,1.9,1.692,1.39,1.42,1.778,1.168,1.6165,1.7306,1.4438
1,673,1.06,1.788,2.004,1.648,1.9,1.642,1.39,2.024,1.778,1.05,1.6165,1.7306,1.4438
1,674,1.13,1.788,1.142,1.648,1.9,2.028,1.39,1.42,1.778,1.168,1.6165,1.7306,1.4438
1,675,1.13,1.788,1.142,1.648,2.54,1.252,1.244,2.024,1.778,1.168,1.6165,1.7306,1.4438
1,676,0.946,2.074,2.666,1.606,2.22,1.51,1.39,1.23,1.708,1.064,1.6165,1.7306,1.4438
1,677,1.152,2.126,1.222,1.452,1.618,0.886,1.846,2.052,1.672,1.292,1.6165,1.7306,1.4438
1,678,0.898,1.336,0.518,1.97,1.69,1.188,1.236,1.158,1.91,1.398,1.6165,1.7306,1.4438
1,679,1.186,1.992,2.504,0.194,1.388,1.256,1.282,2.412,1.61,1.438,1.6165,1.7306,1.4438
1,680,1.132,1.992,1.192,1.038,1.388,1.898,1.282,1.636,1.61,1.586,1.6165,1.7306,1.4438
1,681,0.994,2.126,2.162,1.746,1.388,1.898,1.774,1.37,1.61,1.586,1.6165,1.7306,1.4438
1,682,0.946,1.818,2.902,1.606,1.388,1.898,0.862,1.37,1.61,1.586,1.6165,1.7306,1.4438
1,683,1.162,1.818,2.902,0.594,1.388,1.256,1.282,1.37,1.468,1.234,1.6165,1.7306,1.4438
1,684,1.152,1.818,0.79,0.594,1.69,1.898,1.008,1.636,1.468,1.438,1.6165,1.7306,1.4438
1,685,1.002,1.818,2.154,0.594,2.01,1.898,1.236,1.636,1.8,1.234,1.6165,1.7306,1.4438
1,686,1.186,1.818,1.214,0.594,2.01,2.61,1.502,1.636,1.314,1.234,1.6165,1.7306,1.4438
1,687,1.32,1.818,1.222,1.648,2.01,2.462,1.178,1.636,1.314,0.494,1.6165,1.7306,1.4438
1,688,0.736,2.126,1.614,1.746,1.69,1.188,1.426,1.37,1.61,1.124,1.6165,1.7306,1.4438
1,689,1.11,1.992,0.596,1.97,1.69,2.61,1.82,1.67,1.452,1.458,1.6165,1.7306,1.4438
1,690,1.11,1.844,1.334,1.04,1.388,1.898,0.862,1.644,1.632,1.458,1.6165,1.7306,1.4438
1,691,1.408,1.22,2.504,1.04,1.388,1.898,0.912,1.644,1.614,1.6,1.6165,1.7306,1.4438
1,692,1.248,1.844,0.518,2.346,1.69,1.188,1.282,1.908,1.632,1.124,1.6165,1.7306,1.4438
1,693,1.698,1.336,1.614,1.038,2.086,2.152,1.426,1.67,1.452,1.234,1.6165,1.7306,1.4438
1,694,0.94,2.074,0.79,1.452,1.278,1.558,1.242,1.636,2.326,0.936,1.6165,1.7306,1.4438
1,695,1.186,1.986,2.128,1.648,1.392,2.564,1.39,1.82,1.468,0.938,1.6165,1.7306,1.4438
1,696,1.132,1.726,2.388,0.594,2.22,1.252,1.752,1.806,1.314,1.292,1.6165,1.7306,1.4438
1,697,0.946,1.726,1.224,0.594,2.186,1.298,1.502,0.298,1.368,1.128,1.6165,1.7306,1.4438
1,698,1.06,1.726,2.388,0.594,2.54,1.642,1.468,0.298,1.314,1.128,1.6165,1.7306,1.4438
1,699,1.06,1.726,2.054,1.398,1.9,1.692,1.502,2.054,1.314,1.128,1.6165,1.7306,1.4438
1,700,0.994,1.266,2.054,0.594,1.9,1.298,1.752,1.158,1.61,0.996,1.6165,1.7306,1.4438
1,701,1.132,1.788,1.642,1.746,2.186,2.028,1.384,1.604,1.942,1.13,1.6165,1.7306,1.4438
1,702,1.186,1.818,2.016,1.922,1.392,1.392,1.502,1.908,1.342,1.294,1.6165,1.7306,1.4438
1,703,1.32,1.818,0.79,1.97,1.278,2.564,1.236,1.982,1.698,1.586,1.6165,1.7306,1.4438
1,704,1.016,2.074,2.154,1.922,2.22,2.564,1.426,1.982,1.698,1.618,1.6165,1.7306,1.4438
1,705,1.002,1.788,2.154,1.606,1.598,1.648,1.178,1.982,1.342,1.124,1.6165,1.7306,1.4438
1,706,1.152,1.986,2.154,1.398,1.714,1.252,1.242,1.99,1.318,1.6,1.6165,1.7306,1.4438
1,707,1.002,1.266,0.79,1.356,2.042,1.642,1.384,1.99,1.632,1.124,1.6165,1.7306,1.4438
1,708,1.152,1.636,2.004,1.356,2.42,1.662,1.39,1.644,1.632,1.124,1.6165,1.7306,1.4438
1,709,1.186,1.636,2.004,1.098,1.196,0.624,1.752,1.908,1.452,1.124,1.6165,1.7306,1.4438
1,710,1.016,1.636,2.004,1.356,1.878,1.482,1.502,1.67,2.326,1.124,1.6165,1.7306,1.4438
1,711,1.016,1.726,2.154,1.356,1.68,1.482,1.284,1.67,0.882,1.124,1.6165,1.7306,1.4438
1,712,0.94,1.266,2.004,1.648,1.196,1.846,1.468,1.908,1.452,1.6,1.6165,1.7306,1.4438
1,713,0.736,2.074,2.666,1.452,1.538,2.968,1.502,1.644,1.614,1.458,1.6165,1.7306,1.4438
1,714,1.408,2.126,0.79,1.038,1.69,1.692,1.39,1.982,1.698,1.458,1.6165,1.7306,1.4438
1,715,1.248,1.336,1.642,1.922,2.042,1.298,1.244,1.982,1.604,1.458,1.6165,1.7306,1.4438
1,716,1.248,1.336,2.054,1.922,2.174,1.298,1.244,1.982,1.604,1.458,1.6165,1.7306,1.4438
1,717,1.698,1.336,1.874,1.452,2.42,1.298,1.502,1.99,1.698,1.618,1.6165,1.7306,1.4438
1,718,1.32,1.818,0.432,1.746,1.68,1.692,1.468,1.644,1.342,0.694,1.6165,1.7306,1.4438
1,719,1.132,1.818,0.432,1.606,2.49,2.468,1.202,1.636,1.318,0.936,1.6165,1.7306,1.4438
1,720,1.06,1.788,2.24,1.648,2.674,2.468,1.588,1.604,1.614,1.162,1.6165,1.7306,1.4438
1,721,1.06,1.986,1.31,1.398,2.492,2.468,1.588,1.82,1.614,0.996,1.6165,1.7306,1.4438
1,722,1.13,1.986,1.31,1.398,2.492,2.468,1.588,2.466,1.614,0.996,1.6165,1.7306,1.4438
1,723,1.13,1.788,2.24,1.398,2.492,2.468,1.588,2.466,1.318,1.132,1.6165,1.7306,1.4438
1,724,1.06,1.788,2.388,0.594,2.674,1.662,1.202,1.82,1.342,1.162,1.6165,1.7306,1.4438
1,725,1.162,2.126,1.222,1.066,1.878,1.692,1.502,1.37,1.604,1.398,1.6165,1.7306,1.4438
1,726,1.32,1.992,2.504,1.038,2.042,1.298,1.384,1.644,1.6,1.234,1.6165,1.7306,1.4438
1,727,0.94,1.844,0.596,1.97,1.9,1.648,1.846,1.982,1.304,1.618,1.6165,1.7306,1.4438
1,728,1.002,1.992,2.504,1.086,1.598,2.564,0.99,1.99,1.518,0.494,1.6165,1.7306,1.4438
1,729,1.162,1.336,1.614,1.398,2.186,2.564,0.982,1.99,1.604,1.618,1.6165,1.7306,1.4438
1,730,1.152,1.818,1.222,1.098,2.22,1.51,1.39,1.908,1.318,1.618,1.6165,1.7306,1.4438
1,731,1.002,2.074,2.902,1.098,2.22,1.42,1.752,1.67,1.942,0.494,1.6165,1.7306,1.4438
1,732,1.152,1.788,0.816,1.098,2.22,1.42,1.502,1.636,2.326,1.586,1.6165,1.7306,1.4438
1,733,1.002,1.788,0.816,1.098,2.22,1.276,1.468,1.636,1.61,1.234,1.6165,1.7306,1.4438
1,734,0.898,1.788,1.214,1.098,2.186,1.276,1.468,2.412,1.8,1.234,1.6165,1.7306,1.4438
1,735,1.002,2.074,2.154,1.356,2.186,1.42,1.468,2.412,1.8,1.618,1.6165,1.7306,1.4438
1,736,0.94,1.336,2.666,1.648,1.598,1.42,1.468,1.636,1.61,1.6,1.6165,1.7306,1.4438
1,737,1.248,1.22,1.192,1.086,1.598,1.42,1.502,1.908,1.802,1.458,1.6165,1.7306,1.4438
1,738,1.408,1.882,2.162,0.194,1.598,2.564,1.244,1.99,1.632,1.482,1.6165,1.7306,1.4438
1,739,1.408,1.882,1.222,0.194,1.9,2.028,1.752,1.99,1.614,1.482,1.6165,1.7306,1.4438
1,740,0.68,2.14,1.222,0.194,1.69,1.642,1.502,1.644,1.632,1.458,1.6165,1.7306,1.4438
1,741,0.94,1.22,0.816,1.97,1.538,1.662,1.284,1.67,1.942,1.586,1.6165,1.7306,1.4438
1,742,1.32,1.992,2.162,1.922,1.68,1.662,1.202,1.604,2.326,1.146,1.6165,1.7306,1.4438
1,743,0.898,2.134,2.902,1.606,2.674,0.624,1.04,2.054,1.8,1.13,1.6165,1.7306,1.4438
2,744,1.162,1.336,0.79,1.398,2.492,1.846,1.04,2,1.91,1.132,1.6165,1.7306,1.4438
2,745,1.354,2.126,2.004,1.398,2.492,1.482,1.04,0.946,1.922,1.292,1.6165,1.7306,1.4438
2,746,1.354,2.126,2.004,1.398,2.492,1.482,1.04,1.192,1.922,1.1,1.6165,1.7306,1.4438
2,747,1.354,2.126,2.902,0.594,2.492,1.482,1.04,1.63,0.994,1.1,1.6165,1.7306,1.4438
2,748,1.162,1.336,2.162,1.648,1.284,1.846,1.588,1.192,1.368,1.132,1.6165,1.7306,1.4438
2,749,1.002,1.992,2.574,1.746,1.68,0.624,1.284,1.966,0.882,1.092,1.6165,1.7306,1.4438
2,750,1.32,1.22,1.334,1.038,1.808,1.692,1.752,1.806,1.632,1.02,1.6165,1.7306,1.4438
2,751,1.32,2.14,1.334,2.346,2.54,2.028,1.752,1.604,1.614,1.586,1.6165,1.7306,1.4438
2,752,1.162,1.22,1.334,1.922,2.54,1.392,1.244,1.636,1.632,1.618,1.6165,1.7306,1.4438
2,753,1.354,1.992,1.334,1.606,1.9,1.648,1.752,1.636,1.802,0.494,1.6165,1.7306,1.4438
2,754,1.132,2.134,0.596,1.398,2.54,1.648,1.502,1.636,0.882,1.618,1.6165,1.7306,1.4438
2,755,1.354,1.992,0.596,1.398,1.598,1.648,1.502,2.412,1.8,1.618,1.6165,1.7306,1.4438
2,756,1.354,1.336,0.596,1.398,2.186,2.564,1.244,1.604,1.314,1.586,1.6165,1.7306,1.4438
2,757,1.354,2.126,2.504,0.594,2.186,2.564,1.39,1.604,1.368,1.234,1.6165,1.7306,1.4438
2,758,1.162,1.336,2.504,0.594,2.186,2.564,1.39,1.604,1.91,1.586,1.6165,1.7306,1.4438
2,759,1.152,1.336,2.504,0.594,2.186,2.564,0.982,1.604,1.368,0.494,1.6165,1.7306,1.4438
2,760,1.32,2.134,0.596,1.066,1.392,1.51,0.982,2.412,1.314,1.124,1.6165,1.7306,1.4438
2,761,0.68,1.882,1.334,1.922,2.086,1.558,0.99,1.37,1.61,1.458,1.6165,1.7306,1.4438
2,762,1.248,0.998,0.688,2.346,1.69,2.462,1.862,1.908,1.802,1.6,1.6165,1.7306,1.4438
2,763,1.248,0.998,1.222,1.04,1.69,1.188,1.242,1.908,1.452,1.6,1.6165,1.7306,1.4438
2,764,1.698,2.14,0.79,2.346,1.69,2.61,1.846,1.908,1.802,1.618,1.6165,1.7306,1.4438
2,765,0.94,1.22,1.142,0.194,1.69,2.61,1.384,1.67,1.61,0.694,1.6165,1.7306,1.4438
2,766,0.85,2.134,2.128,1.922,2.01,1.188,1.39,2.412,1.368,0.936,1.6165,1.7306,1.4438
2,767,0.898,2.126,2.054,1.746,2.01,2.462,1.502,1.158,0.956,1.162,1.6165,1.7306,1.4438
2,768,1.162,1.788,1.874,1.606,2.086,2.462,1.468,2.054,1.928,1.132,1.6165,1.7306,1.4438
2,769,0.946,1.986,0.432,1.648,1.278,2.462,1.468,1.56,0.776,1.292,1.6165,1.7306,1.4438
2,770,0.994,1.266,0.432,1.648,1.392,1.188,1.468,1.56,0.776,1.292,1.6165,1.7306,1.4438
2,771,0.994,1.726,1.874,1.648,1.392,1.188,1.502,2.054,1.928,0.996,1.6165,1.7306,1.4438
2,772,0.994,1.726,2.054,1.606,1.278,2.61,1.39,1.82,0.994,0.938,1.6165,1.7306,1.4438
2,773,1.162,1.266,0.79,1.746,2.01,1.898,1.242,1.37,1.61,1.13,1.6165,1.7306,1.4438
2,774,1.016,1.986,1.192,1.038,1.69,1.256,1.008,1.99,1.632,1.294,1.6165,1.7306,1.4438
2,775,1.016,1.788,2.504,2.346,1.388,1.898,1.536,2.142,1.318,1.438,1.6165,1.7306,1.4438
2,776,1.132,1.788,0.596,1.038,1.388,1.898,1.536,2.142,1.318,1.586,1.6165,1.7306,1.4438
2,777,1.06,1.726,0.518,1.066,1.388,1.898,0.862,2.142,1.318,0.494,1.6165,1.7306,1.4438
2,778,1.06,1.604,1.614,1.398,1.69,1.256,1.282,2.142,1.614,0.494,1.6165,1.7306,1.4438
2,779,1.06,1.514,1.222,1.356,2.01,1.898,1.82,1.61,1.942,1.234,1.6165,1.7306,1.4438
2,780,1.06,1.514,2.666,1.356,2.086,1.188,1.502,1.61,1.452,1.234,1.6165,1.7306,1.4438
2,781,0.994,1.704,2.666,1.356,1.278,0.886,0.942,1.61,1.452,1.586,1.6165,1.7306,1.4438
2,782,0.994,1.704,2.666,1.356,1.392,1.558,1.242,1.982,1.802,1.586,1.6165,1.7306,1.4438
2,783,1.162,1.704,2.902,1.398,2.22,1.51,1.846,1.982,2.326,1.586,1.6165,1.7306,1.4438
2,784,1.186,1.514,2.162,1.606,1.392,2.564,1.846,1.982,1.452,1.124,1.6165,1.7306,1.4438
2,785,0.94,1.636,2.574,1.452,1.618,2.564,1.242,1.61,1.614,1.482,1.6165,1.7306,1.4438
2,786,0.68,1.266,2.574,1.038,2.086,1.276,1.178,0.976,1.318,1.038,1.6165,1.7306,1.4438
2,787,1.698,1.726,1.614,1.038,2.086,1.42,1.862,0.976,1.342,1.482,1.6165,1.7306,1.4438
2,788,0.94,1.726,0.816,1.922,1.278,1.51,1.194,2.142,1.318,1.458,1.6165,1.7306,1.4438
2,789,0.85,1.636,2.902,1.086,2.186,1.648,0.99,1.61,1.318,1.618,1.6165,1.7306,1.4438
2,790,1.016,1.636,1.142,1.746,1.714,1.392,1.39,1.982,1.614,1.438,1.6165,1.7306,1.4438
2,791,1.002,1.604,1.44,1.648,1.69,2.028,1.502,1.644,1.632,1.014,1.6165,1.7306,1.4438
2,792,0.946,1.704,2.054,1.398,2.174,2.028,1.284,1.67,1.942,1.146,1.6165,1.7306,1.4438
2,793,1.13,1.708,2.066,1.356,1.538,1.642,1.284,1.67,1.942,0.868,1.6165,1.7306,1.4438
2,794,1.038,1.708,2.24,1.098,2.174,1.642,1.202,1.37,1.942,1.13,1.6165,1.7306,1.4438
2,795,1.038,1.708,3.262,1.098,2.174,1.642,1.202,1.37,1.942,1.162,1.6165,1.7306,1.4438
2,796,0.984,1.708,3.262,1.098,1.808,1.692,1.284,1.636,1.942,1.13,1.6165,1.7306,1.4438
2,797,1.038,1.708,1.31,1.356,2.042,1.642,1.284,1.37,1.632,0.868,1.6165,1.7306,1.4438
2,798,1.13,1.704,1.31,0.594,2.856,1.642,1.502,1.67,1.614,1.294,1.6165,1.7306,1.4438
